0 0 B-LOC NN NNP
NN QC I-NUM SYM NN
NN NN B-NUM NN NN
NN QC I-NUM NN NN
VM NN B-YEAR NN PSP
NN NN B-NUM NN VM
NN QC I-NUM VM SYM
VM SYM B-MONEY NN NN
NN NN B-NUM JJ NN
NN NN B-PERSON JJ NN
NN NN B-PERIOD NN QC
NN NN B-NUM QC CL
NN QC I-NUM CL NN
NN VM B-PERIOD NN NN
VM QC I-PERIOD NN NN
VM SYM B-LOC NN SYM
SYM NN B-NUM NN NN
NN QC I-NUM NN JJ
NN NN B-NUM NN WQ
NN QC I-NUM WQ NN
NN PSP B-NUM NN NN
PSP QC I-NUM NN VM
NN NN B-NUM NN VM
NN QC I-NUM VM SYM
NN NN B-NUM NN VM
NN QC I-NUM VM SYM
SYM JJ B-PERIOD PRP QC
NN PRP B-NUM NN VM
PRP QC I-NUM VM SYM
NN RB B-MONEY QC QC
RB QC I-MONEY QC NN
QC QC I-MONEY NN JJ
QC QC I-MONEY JJ NN
NN NN B-MONEY QC QC
NN QC I-MONEY QC NN
QC QC I-MONEY NN VM
QC QC I-MONEY VM SYM
VM NN B-NUM NN NN
NN DEM B-NUM NN NN
NN NN B-YEAR QC NST
NN QC B-YEAR NST QC
QC NST B-NUM QC NN
NST QC B-NUM NN NN
QC QC I-NUM NN VM
SYM NN B-LOC NN VM
VM VM B-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
NNP NNP I-PERSON VM SYM
VM SYM B-DAY PRP NN
PRP NN B-LOC VM NNP
NNP VM B-LOC NN NN
NN NN B-PERSON VM SYM
VM SYM B-LOC PSP NN
QC SYM B-LOC NNP SYM
SYM NNP B-LOC SYM NNP
NNP SYM B-LOC NNP NN
SYM NNP B-LOC NN NN
NN NN B-LOC NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC PSP NN
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN PSP
NN NN I-ORG PSP NN
VM SYM B-LOC NN DEM
DEM RB B-PERSON PRP VM
VM SYM B-LOC NN NST
VM NN B-NUM QC NN
NN QC I-NUM NN VM
NN QF B-NUM QC NN
QF QC I-NUM NN NN
VM SYM B-NUM QC NN
SYM QC I-NUM NN RB
VM NNP B-LOC QC NN
NNP NNP B-NUM NN QC
QC NN B-NUM NN VM
NN NN B-NUM VM SYM
NN QF B-NUM VM SYM
NN NN B-NUM QC VM
NN QC I-NUM VM SYM
VM NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM NN B-NUM QC NN
NN QC I-NUM NN NN
VM NNP B-PERSON NN VM
NN VM B-LOC NN VM
VM JJ B-DATE PSP VM
NST PSP B-NUM QC JJ
PSP QC I-NUM JJ NN
CC QF B-NUM QC NN
QF QC I-NUM NN NN
PSP NN B-NUM QC NN
NN QC I-NUM NN VM
VM SYM B-YEAR PSP NN
VM NN B-YEAR PSP NST
VM NN B-MONEY QC NN
NN NN I-MONEY NN SYM
SYM NN B-MONEY QC NN
NN NN I-MONEY NN VM
NN VM B-ORG NN VM
RP VM B-NUM NN NN
NN VM B-ORG PRP NN
SYM JJ B-NUM NN NN
NN NN B-NUM QC PSP
NN QC I-NUM PSP VM
VM NN B-NUM QC SYM
NN QC I-NUM SYM NN
NN QF B-NUM QC NN
QF QC I-NUM NN VM
NN SYM B-LOC NN NN
NN NST B-LOC NN UT
PRP NST B-LOC NN NN
NN NN B-LOC NN NN
NN NN B-DATE JJ NN
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN SYM
VM NN B-PERIOD NN NN
NN QC I-PERIOD NN VM
PSP NN B-NUM PSP QC
QC PSP B-NUM CL NN
NN NN B-DATE NST NST
NN NN B-MONEY QC QC
NN NN I-MONEY QC PSP
NN QC I-MONEY PSP NN
QC PSP B-MONEY QC QC
PSP NN I-MONEY QC PSP
NN QC I-MONEY PSP NN
VM SYM B-LOC NN NN
NN NN B-ORG NNP NN
NN NNP I-ORG NN NN
NNP NNP I-ORG NN NN
SYM NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
NN VM B-DAY NNP NNP
VM NN B-LOC NNP NN
NN NNP B-ORG NN NN
NNP NN B-ORG NN JJ
NN NN I-ORG JJ NN
NN NN B-PERSON NNP PSP
NN NNP I-PERSON PSP NN
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NNP
NN NN B-ORG NNP NN
NN NNP I-ORG NN NN
NN VM B-PERSON NNP PSP
VM NNP I-PERSON PSP VM
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
DEM NN B-DATE NN NN
NN NN B-TIME NN NNP
NN QC I-TIME NNP NN
QC NN B-LOC NN NN
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NNP
NN NN B-ORG NN NN
SYM NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
NN RB B-ORG NN PSP
RB NNP I-ORG PSP RB
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NN
JJ NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP PSP
NNP NNP I-PERSON PSP NN
NNP PSP B-DAY VM SYM
DEM NN B-DATE PSP NNP
QC PSP B-ORG NN NN
PSP NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN B-ORG NN VM
NN NN I-ORG VM NN
VM NN B-ORG NN NN
NN NN I-ORG NN VM
SYM NN B-DATE NN NN
NN VM B-ORG NN NNP
VM NNP I-ORG NNP NN
NNP NN B-ORG NN SYM
NN NNP I-ORG SYM NNP
NN SYM B-ORG SYM PSP
NN VM B-ORG VM NN
NN VM B-ORG NN NN
NN VM B-DATE PSP NN
DEM NN B-ORG NN NN
NN NN I-ORG NN VM
NN VM B-DATE NN NN
NN NN B-LOC NST PRP
NN VM B-ORG NN NNP
VM NN I-ORG NNP NN
NN NN B-ORG NN NN
NN VM B-ORG NN NNP
NNP NN B-PERSON NN VM
VM SYM B-LOC PSP NN
RB NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
NN NN B-DAY PRP RB
VM NN B-LOC NN VM
VM SYM B-LOC PSP NN
VM UT B-PERSON VM SYM
SYM JJ B-PERIOD NN NNP
JJ QC I-PERIOD NNP NN
QC NN B-LOC NN JJ
NN PSP B-MONEY QC NN
PSP QC I-MONEY NN VM
QC QC I-MONEY VM NN
NN VM B-MONEY QC NN
VM QC I-MONEY NN DEM
QC QC I-MONEY DEM NN
VM NN B-MONEY QC QC
NN NN I-MONEY QC NN
NN QC I-MONEY NN SYM
SYM NN B-MONEY QC QC
NN NN I-MONEY QC NN
NN QC I-MONEY NN NN
NN PSP B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC PSP QC
NNP PSP B-NUM NN VM
VM NN B-NUM NN SYM
NN SYM B-NUM QC NN
SYM QC I-NUM NN SYM
NN SYM B-NUM NN NN
PRP NN B-NUM PSP VM
NN NN B-LOC JJ NN
NN VM B-NUM QC CL
VM QC I-NUM CL NN
VM SYM B-NUM NN NN
QO PSP B-NUM PSP QC
QC PSP B-NUM CL NN
SYM SYM B-NUM NN SYM
VM SYM B-LOC NN NNP
NNP NN B-LOC NST NN
NN NN B-PERSON VM SYM
VM SYM B-LOC PSP JJ
NN VM B-LOC NN RB
VM SYM B-LOC NN NN
NN NN B-NUM NN VM
VM SYM B-NUM VM SYM
SYM NN B-PERSON PSP NNP
NNP PSP B-PERSON NN NST
NST SYM B-LOC PSP RB
PSP RB B-LOC VM NN
VM NN B-PERSON DEM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN PSP B-PERSON NN VM
SYM NN B-LOC QC NN
NN NNP B-PERIOD NN VM
NNP QC I-PERIOD VM NN
NN JJ B-LOC NST QC
NNP NST B-NUM NN JJ
VM SYM B-LOC NN VM
SYM JJ B-PERIOD NNP PSP
JJ NN B-LOC PSP VM
VM SYM B-LOC NN VM
NN VM B-LOC VM SYM
VM SYM B-LOC NNP NNP
SYM NNP B-LOC NNP NN
NNP NNP I-LOC NN NN
VM SYM B-LOC NN QF
VM SYM B-LOC PSP INTF
INTF RB B-LOC PSP NN
VM NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-LOC PSP QC
NNP PSP B-NUM PSP QC
QC PSP B-NUM NN VM
CC SYM B-LOC PSP NN
VM SYM B-LOC PSP NN
NN NN B-NUM NST VM
JJ JJ B-LOC SYM NNP
NNP SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NNP
NNP SYM B-LOC NNP NN
SYM NNP I-LOC NN NN
NN PSP B-LOC PSP NN
VM SYM B-LOC NN VM
DEM NN B-DATE NN NN
SYM RB B-NUM NN VM
VM SYM B-NUM NN NN
NN VM B-ORG NN NN
VM NN I-ORG NN VM
NN NN I-ORG VM SYM
VM SYM B-LOC VM NN
RB VM B-DAY PSP JJ
VM VM B-ORG NN VM
VM NN I-ORG VM SYM
VM SYM B-MONEY NN NN
SYM JJ I-MONEY NN PSP
NN VM B-ORG NN VM
NN VM B-ORG DEM NN
VM SYM B-ORG NNP NN
SYM NNP I-ORG NN QC
NNP NNP B-MONEY QC SYM
NNP NN I-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY SYM QC
QC SYM B-MONEY NN NN
VM SYM B-LOC NN QF
NN PSP B-NUM NN NN
NN NN B-LOC NN JJ
NNP NN B-MONEY NN NN
NN JJ I-MONEY NN RP
NN VM B-ORG NNP VM
VM NNP I-ORG VM DEM
DEM NN B-ORG NN VM
VM SYM B-LOC NN JJ
NNP NN B-MONEY NN NN
NN JJ I-MONEY NN VM
NN VM B-YEAR NN NN
SYM VM B-ORG PRP NN
NN NN B-NUM NN NN
NN NN B-MONEY QC PSP
NN NN I-MONEY PSP NN
JJ NN B-TIME NN NN
NN QC I-TIME NN NN
NN NN B-ORG NNP NN
NN NNP I-ORG NN VM
VM VM B-ORG NN NN
VM NN I-ORG NN NN
NN NN I-ORG NN NNP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-DAY NST PRP
NN VM B-PERSON NN VM
NST PSP B-NUM NN NN
PSP QC I-NUM NN NN
NN NN B-ORG VM VM
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN JJ
VM SYM B-LOC NN NN
INTF VM B-PERSON UT SYM
PRP NN B-PERSON UT VM
VM VM B-PERSON NST VM
PRP NN B-PERSON PRP NN
SYM PRP B-PERSON NN NN
VM SYM B-LOC VM NST
PRP VM B-PERSON PRP VM
SYM NST B-PERSON VM RP
RB VM B-PERSON NN SYM
SYM VM B-PERSON NST VM
NN RP B-PERSON VM PRP
VM VM B-PERSON NN SYM
NST VM B-PERSON SYM NST
RB VM B-PERSON NN NN
SYM NST B-PERSON VM PRP
VM VM B-PERIOD VM NNP
NN VM B-LOC VM VM
VM SYM B-PERSON NN PRP
SYM UT B-NUM NN NNP
UT QC I-NUM NNP NN
QC NN B-PERSON NN NN
NN NNP B-PERIOD NN VM
VM NN B-PERSON NN NN
DEM NN B-DAY RP SYM
SYM QF B-PERSON NN UT
NN UT B-PERSON NN RP
UT NN B-PERSON JJ NN
VM SYM B-NUM NN NN
JJ NN B-PERSON NN VM
RB VM B-PERSON NN QC
NNP NN B-PERIOD RB VM
NN QC I-PERIOD VM NN
NN VM B-PERSON PRP NN
NNP PRP B-NUM NN SYM
NN NN B-PERIOD VM NST
DEM NST B-PERIOD NST NN
NN PSP B-PERIOD QC NN
PSP QC B-PERIOD NN NST
QC QC I-PERIOD NST RB
NN NN B-PERIOD NN JJ
NN QC I-PERIOD JJ PRP
PRP NN B-PERIOD NN SYM
NN QC I-PERIOD SYM CC
RP NN B-PERIOD NST NN
NN VM B-PERIOD NN SYM
RB VM B-PERSON NN SYM
NN PRP B-PERIOD QC NN
PRP QC B-PERIOD NN NST
QC QC I-PERIOD NST SYM
DEM NN B-DAY VM NST
NN VM B-PERSON NST VM
NN VM B-PERSON SYM VM
VM SYM B-PERSON NN VM
NN NN B-PERSON SYM DEM
SYM NST B-DAY VM NN
NN VM B-NUM NN VM
NN VM B-PERSON SYM WQ
NN SYM B-PERIOD NN NN
SYM QC I-PERIOD NN VM
CC NN B-PERSON NN PSP
SYM NNP B-PERIOD SYM QC
NN SYM B-PERIOD NN JJ
SYM QC I-PERIOD JJ NN
UT NN B-PERSON UT VM
SYM JJ B-PERSON NN VM
NN VM B-PERSON SYM PRP
NN RP B-PERSON DEM NN
RP DEM B-NUM WQ NN
NN WQ B-NUM VM NN
VM NN B-DATE NN VM
SYM RB B-PERIOD PRP NN
PSP VM B-PERSON DEM NN
VM SYM B-NUM WQ PRP
VM VM B-NUM NN VM
VM NN B-PERSON SYM WQ
VM VM B-PERSON SYM QF
RB VM B-PERSON NN VM
VM SYM B-PERSON NN NNP
NNP NN B-LOC VM QC
NNP VM B-PERIOD NN VM
VM QC I-PERIOD VM SYM
PSP VM B-PERSON NN RB
NN VM B-PERSON NN VM
VM VM B-PERSON SYM NN
NN VM B-PERSON NN SYM
VM VM B-PERSON NN NN
VM VM B-PERSON NN NN
NN VM B-PERSON NN NST
VM SYM B-LOC PSP NN
NN VM B-PERSON NST QF
NN SYM B-PERSON NN RP
NN VM B-PERSON VM SYM
VM NN B-PERSON NN VM
NN PRP B-LOC VM VM
VM SYM B-LOC NN VM
VM NN B-PERSON SYM VM
NN VM B-NUM SYM NN
NN VM B-PERSON NST RB
NN NN B-PERSON NST NN
NN PSP B-PERSON UT NN
VM SYM B-PERSON PSP JJ
NN VM B-PERSON SYM PRP
PRP VM B-PERSON PRP VM
SYM NN B-NUM NN SYM
NN VM B-PERSON VM SYM
NN NN B-PERSON VM QF
SYM PRP B-PERSON VM PRP
NN VM B-PERSON NN NN
VM VM B-PERSON VM NN
NN NN B-PERSON PSP VM
SYM VM B-PERSON NN VM
NN VM B-TIME NN VM
VM QC I-TIME VM RB
NN VM B-PERSON NN NN
NN NN B-PERSON PSP DEM
VM JJ B-PERSON SYM NNP
NNP SYM B-PERSON RB VM
DEM NN B-PERSON VM NNP
NNP VM B-PERSON NN VM
JJ JJ B-PERSON NNP PSP
JJ NNP I-PERSON PSP WQ
VM NN B-ORG NNP NNP
NN NNP B-PERSON NNP VM
NNP NNP I-PERSON VM SYM
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM PRP
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN SYM
NN NN I-ORG SYM NNP
NN SYM B-ORG SYM NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN QF
NNP NNP B-DAY QF NN
NN NN B-MONEY QC QC
NN NN I-MONEY QC NN
NN QC I-MONEY NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM JJ
RB VM B-ORG NNP NN
VM NNP I-ORG NN NN
NNP NNP I-ORG NN PSP
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NN
VM SYM B-PERSON NNP VM
SYM NNP I-PERSON VM NN
VM SYM B-PERSON NNP CC
SYM NNP I-PERSON CC DEM
QC VM B-PERSON NNP VM
VM NNP I-PERSON VM SYM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
NST NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM VM B-ORG NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP PRP
SYM NNP I-PERSON PRP NN
VM PSP B-ORG NN NN
SYM CC B-ORG NN NNP
NNP NN B-PERSON NNP DEM
NN NNP I-PERSON DEM NN
VM SYM B-PERSON NN JJ
SYM NN B-PERSON PSP NN
VM SYM B-LOC SYM RB
NN VM B-ORG NNP NN
VM NNP I-ORG NN NNP
NNP NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-YEAR PSP VM
NN VM B-PERSON NNP NN
VM NNP B-ORG NN VM
NNP NNP I-ORG VM NN
JJ NN B-ORG NN VM
NN NNP I-ORG VM SYM
NN VM B-ORG NN NN
VM NNP I-ORG NN PSP
NNP NN I-ORG PSP PRP
NN UT B-PERSON VM SYM
VM SYM B-ORG NN NN
SYM NN I-ORG NN RB
VM SYM B-LOC RB NN
VM NN B-LOC NN VM
VM SYM B-LOC NN NN
NN NN B-ORG NNP RB
NN NNP I-ORG RB VM
VM SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM NN
NN VM B-ORG NNP RB
VM NNP I-ORG RB VM
RB VM B-ORG NNP NN
VM NNP I-ORG NN VM
NN VM B-ORG NNP NN
VM NNP I-ORG NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-LOC NN NN
NN VM B-LOC RB NNP
NNP RB B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-NUM QC NN
NN QC I-NUM NN NN
SYM DEM B-NUM NN NN
NN SYM B-PERIOD NN WQ
NN VM B-NUM SYM QC
QC SYM B-NUM NN NN
VM NN B-NUM NN SYM
NN QC I-NUM SYM NN
SYM NN B-NUM NN NN
NN QC I-NUM NN VM
NN PSP B-YEAR PSP NNP
QC PSP B-LOC QC NN
PSP NNP B-NUM NN NN
NN VM B-PERIOD VM SYM
SYM NN B-LOC NN NN
SYM RP B-LOC VM SYM
NN SYM B-LOC NN NNP
NNP NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC PSP NNP
NNP PSP B-LOC RB NNP
NNP RB B-LOC SYM NNP
NNP SYM B-LOC NN PSP
NN PSP B-LOC NN NN
PSP NNP B-ORG NN PSP
NNP NN I-ORG PSP QC
NN PSP B-NUM NNP NN
NN VM B-PERIOD VM NN
VM NN B-LOC PSP NN
NN NN B-LOC NN NST
NN PSP B-NUM NNP NN
VM NN B-NUM NN NN
NN QC I-NUM NN NN
VM SYM B-NUM NN NN
SYM CC B-YEAR NN NN
RP VM B-ORG NN NN
VM NN I-ORG NN NN
NN NN I-ORG NN NN
PRP VM B-LOC NST NNP
NNP NST B-ORG NNP NN
NST NNP I-ORG NN NN
NNP NNP I-ORG NN RB
NNP NN I-ORG RB QF
RB QF B-NUM NN NN
DEM NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM SYM B-LOC PSP NN
RB VM B-NUM CL NNP
NNP NN B-LOC PSP VM
VM SYM B-LOC NNP NN
SYM NNP B-LOC NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
NNP NNP B-DAY NN NNP
NN NN B-ORG NNP QC
NN NNP I-ORG QC JJ
NNP NNP B-NUM JJ NN
NN NN B-LOC PSP VM
VM SYM B-LOC NN NN
NN VM B-LOC SYM NNP
NNP SYM B-LOC NN NN
DEM NN B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NNP
NNP NN B-LOC VM SYM
SYM PRP B-LOC NNP NNP
PRP NNP B-ORG NNP VM
NNP NNP I-ORG VM SYM
QF RB B-LOC PSP VM
RB VM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-LOC NN PRP
NN PRP B-DAY NNP VM
PRP NN B-LOC VM SYM
JJ NN B-LOC PSP VM
VM QF B-NUM CL NN
NN NN B-DAY NN QF
VM SYM B-LOC RB VM
RB VM B-ORG NN NN
VM NNP I-ORG NN NNP
NNP NN I-ORG NNP NN
NN NN I-ORG NN NNP
NN NNP I-ORG NNP SYM
NNP NN I-ORG SYM NNP
NNP SYM B-ORG SYM PSP
RB NN B-LOC NN VM
VM SYM B-ORG NN NN
VM SYM B-ORG NN NN
NN NN B-LOC PSP PSP
SYM PRP B-LOC NN VM
NN VM B-DATE QC PRP
VM NN I-DATE PRP NNP
QC PRP B-LOC DEM NN
VM VM B-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
RB VM B-ORG PSP VM
NN PRP B-LOC NN NN
SYM VM B-ORG PSP VM
VM SYM B-LOC RB VM
RB VM B-ORG NN NN
VM NN I-ORG NN WQ
VM UT B-PERSON NN VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC VM NNP
NNP VM B-ORG NST VM
VM SYM B-LOC NN NN
NN UT B-PERSON VM SYM
VM SYM B-ORG NN VM
JJ NN B-LOC NN VM
VM SYM B-NUM PSP RB
WQ VM B-LOC SYM NNP
NNP SYM B-LOC VM NNP
NNP VM B-ORG PSP NN
NN VM B-PERSON NN VM
VM SYM B-LOC NN NN
SYM PRP B-LOC NN NN
VM SYM B-LOC PSP NNP
NNP PSP B-LOC NN VM
SYM NN B-NUM CL NNP
QC CL B-LOC NN NNP
NNP NN B-LOC PSP NN
VM SYM B-ORG PSP VM
NN NST B-LOC VM VM
PRP NN B-PERSON VM SYM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC VM VM
UT PRP B-LOC NN NN
NN VM B-LOC NN NN
VM SYM B-LOC RB NN
VM VM B-LOC VM PRP
NST VM B-PERSON VM SYM
SYM CC B-PERIOD NN VM
CC QC I-PERIOD VM NN
NN VM B-ORG NN NN
VM NN I-ORG NN VM
NN VM B-PERSON VM SYM
VM SYM B-ORG NN PSP
WQ VM B-LOC VM UT
VM UT B-PERSON NN VM
SYM NN B-ORG NST NN
NST NN B-LOC NN NN
NN VM B-LOC NN VM
NN VM B-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP B-LOC NNP VM
NNP NNP I-LOC VM SYM
NST PRP B-LOC NNP SYM
PRP NNP I-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NN
NNP SYM B-ORG JJ NNP
NN JJ B-LOC NN NN
CC NST B-LOC WQ NN
NN VM B-LOC NNP NN
VM NNP B-LOC NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-LOC PSP NNP
NNP PSP B-LOC NN VM
NN VM B-LOC NN NN
PRP VM B-LOC NN VM
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP B-LOC NN VM
WQ NN B-LOC QF RB
NN UT B-PERSON VM SYM
VM SYM B-ORG NST NN
NN VM B-LOC VM UT
NN VM B-ORG NN NNP
VM NN I-ORG NNP VM
NN NN B-LOC VM NN
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM SYM
SYM PRP B-ORG NN SYM
NN SYM B-ORG NN NN
SYM NNP I-ORG NN NNP
NNP NN I-ORG NNP NN
NN NN I-ORG NN NNP
NN NNP I-ORG NNP SYM
NNP NN I-ORG SYM NNP
NNP SYM B-ORG SYM SYM
NN VM B-ORG NN SYM
VM NN I-ORG SYM NNP
NN SYM B-LOC SYM NNP
NNP SYM B-LOC PSP NN
NN SYM B-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG SYM RB
NN DEM B-ORG NN VM
DEM NN I-ORG VM VM
WQ SYM B-LOC PRP RB
VM SYM B-ORG WQ VM
SYM SYM B-LOC NN SYM
DEM NN B-YEAR PSP NNP
QC PSP B-ORG NN NN
PSP NNP I-ORG NN NNP
NNP NN I-ORG NNP SYM
NN NN I-ORG SYM NNP
NNP SYM B-ORG NN SYM
SYM NNP I-ORG SYM RB
SYM NN B-ORG NN NN
NN NNP I-ORG NN NNP
NNP NN I-ORG NNP SYM
NN NN I-ORG SYM NN
NNP SYM I-ORG SYM NNP
NN SYM B-ORG SYM RB
NN NN B-ORG PSP NNP
NNP PSP B-ORG NN NN
PSP NNP I-ORG NN NNP
NNP NN I-ORG NNP NN
NN NN I-ORG NN NNP
NN NNP I-ORG NNP SYM
NNP NN I-ORG SYM NNP
NNP SYM B-ORG SYM RB
VM NST B-ORG NN RB
NST NNP I-ORG RB VM
SYM NN B-NUM NN NN
VM RB B-ORG VM SYM
VM SYM B-LOC PSP NN
NN VM B-LOC PSP VM
SYM SYM B-LOC SYM NNP
NNP SYM B-LOC NNP SYM
SYM NNP B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN VM B-ORG PSP VM
PSP VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP SYM
NNP NNP B-PERSON SYM DEM
VM NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP RB
NNP NNP I-PERSON RB VM
VM SYM B-LOC NST NN
NN NN B-YEAR PSP VM
PSP VM B-PERSON JJ NN
NN SYM B-ORG NN NN
SYM NNP I-ORG NN NNP
NNP NN I-ORG NNP NN
VM SYM B-PERSON PRP VM
PRP VM B-ORG SYM QC
NNP SYM B-YEAR PSP NNP
QC PSP B-LOC NST NNP
NNP NST B-LOC NN NN
NN NN B-ORG NNP UT
NN NNP I-ORG UT NN
NNP UT B-ORG NN NN
UT NN I-ORG NN NNP
NN NN B-PERSON NN VM
VM SYM B-YEAR PSP NNP
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN PSP
SYM PRP B-PERIOD NN NN
NN NN B-ORG NN NN
NN NNP I-ORG NN NN
NNP NN I-ORG NN RB
NN NN I-ORG RB VM
VM SYM B-ORG NN NN
SYM NNP I-ORG NN RB
NNP NN I-ORG RB NNP
NN RB B-ORG PSP VM
VM SYM B-ORG PSP INTF
JJ RB B-ORG NN NN
RB NNP I-ORG NN NNP
NN NN B-PERSON VM SYM
NST NN B-ORG NNP NN
NN NNP B-ORG NN VM
NNP NNP I-ORG VM SYM
SYM SYM B-LOC SYM NNP
NNP SYM B-LOC NN VM
NN VM B-ORG JJ NN
VM SYM B-LOC VM NN
NN NN B-ORG VM SYM
VM SYM B-LOC PSP QF
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC JJ NN
NN VM B-PERSON NN NN
NN VM B-NUM NNP NN
VM NN B-LOC NN NN
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC PSP NN
NN VM B-LOC NN NST
RB PRP B-LOC NN NN
NN NN B-LOC NN UT
VM NN B-LOC NN RB
NN VM B-PERSON NN PRP
NN PRP B-NUM NN PSP
NN PSP B-LOC NN NN
NN RB B-PERSON NST NN
VM SYM B-LOC NN NN
NN NN B-LOC NN NN
VM SYM B-LOC PSP NN
NN VM B-PERSON NN NN
SYM CC B-LOC VM NN
NNP VM B-NUM NN NN
NN NN B-PERSON NN PSP
SYM DEM B-NUM NN NNP
QC NN B-PERSON NN VM
UT VM B-LOC NN JJ
NN VM B-PERSON PRP NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
NN VM B-DAY PRP NN
VM SYM B-PERSON NN NN
SYM DEM B-PERIOD NN NN
DEM QC I-PERIOD NN NN
NN VM B-PERSON VM SYM
